Season,Squad,Comp,Country,Name,ID,Birth Year,Nation,CountryName,LgRank,MP,Gls
2021,Nacional,1. Primera División,uy URU,Brian-Ocampo,2e3995cd,1981,SCO,Scotland,2nd,23,2
2022,Nacional,1. Primera División,uy URU,Brian-Ocampo,2e3995cd,1981,SCO,Scotland,1st,16,2
2022-2023,Cádiz,1. La Liga,es ESP,Brian-Ocampo,2e3995cd,1981,SCO,Scotland,19th,4,0
2022-2023,Troyes,1. Ligue 1,fr FRA,Wilson-Odobert,35516eac,1987,ESP,Spain,12th,10,3
2019-2020,Bochum U17,Jr. U17 Bundesliga,de GER,Tim-Oermann,57ec75bf,1975,ARG,Argentina,18th,21,2
2020-2021,Bochum U19,Jr. U19 Bundesliga,de GER,Tim-Oermann,57ec75bf,1975,ARG,Argentina,5th,1,0
2021-2022,Bochum U19,Jr. U19 Bundesliga,de GER,Tim-Oermann,57ec75bf,1975,ARG,Argentina,14th,14,0
2022-2023,Bochum,1. Bundesliga,de GER,Tim-Oermann,57ec75bf,1975,ARG,Argentina,18th,2,0
2018-2019,Atalanta,1. Serie A,it ITA,Caleb-Okoli,8ec109e6,1980,BRA,Brazil,3rd,0,
2019-2020,Atalanta,1. Serie A,it ITA,Caleb-Okoli,8ec109e6,1980,BRA,Brazil,3rd,0,
2020-2021,SPAL,2. Serie B,it ITA,Caleb-Okoli,8ec109e6,1980,BRA,Brazil,9th,16,1
2021-2022,Cremonese,2. Serie B,it ITA,Caleb-Okoli,8ec109e6,1980,BRA,Brazil,2nd,27,0
2022-2023,Atalanta,1. Serie A,it ITA,Caleb-Okoli,8ec109e6,1980,BRA,Brazil,2nd,8,0
2016,JEF United,2. J2 League,jp JPN,Ado-Onaiwu,ff4df82e,1990,ITA,Italy,11th,23,6
2017,Urawa Reds,1. J1 League,jp JPN,Ado-Onaiwu,ff4df82e,1990,ITA,Italy,7th,1,0
2018,Renofa,2. J2 League,jp JPN,Ado-Onaiwu,ff4df82e,1990,ITA,Italy,8th,42,22
2019,Oita Trinita,1. J1 League,jp JPN,Ado-Onaiwu,ff4df82e,1990,ITA,Italy,9th,31,10
2020,Marinos,1. J1 League,jp JPN,Ado-Onaiwu,ff4df82e,1990,ITA,Italy,9th,24,4
2021,Marinos,1. J1 League,jp JPN,Ado-Onaiwu,ff4df82e,1990,ITA,Italy,2nd,20,12
2021-2022,Toulouse,2. Ligue 2,fr FRA,Ado-Onaiwu,ff4df82e,1990,ITA,Italy,1st,38,10
2022-2023,Toulouse,1. Ligue 1,fr FRA,Ado-Onaiwu,ff4df82e,1990,ITA,Italy,11th,8,0
2014-2015,Ajax,1. Eredivisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,2nd,0,
2014-2015,Jong Ajax,2. Eerste Divisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,12th,13,0
2015-2016,Ajax,1. Eredivisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,2nd,0,
2015-2016,Jong Ajax,2. Eerste Divisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,9th,24,0
2016-2017,Jong Ajax,2. Eerste Divisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,2nd,2,0
2016-2017,Ajax,1. Eredivisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,2nd,32,0
2017-2018,Ajax,1. Eredivisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,2nd,33,0
2018-2019,Ajax,1. Eredivisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,1st,33,0
2019-2020,Ajax,1. Eredivisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,1st,24,0
2020-2021,Ajax,1. Eredivisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,1st,20,0
2021-2022,Ajax,1. Eredivisie,nl NED,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,1st,6,0
2022-2023,Inter,1. Serie A,it ITA,Andre-Onana,e9c0c1b2,1977,BRA,Brazil,7th,1,0
2018-2019,Club Brugge,1. First Division A,be BEL,Lois-Openda,8652a85c,1986,ITA,Italy,2nd,20,4
2019-2020,Club Brugge,1. First Division A,be BEL,Lois-Openda,8652a85c,1986,ITA,Italy,1st,15,0
2020-2021,Vitesse,1. Eredivisie,nl NED,Lois-Openda,8652a85c,1986,ITA,Italy,4th,33,10
2021-2022,Vitesse,1. Eredivisie,nl NED,Lois-Openda,8652a85c,1986,ITA,Italy,6th,33,18
2022-2023,Lens,1. Ligue 1,fr FRA,Lois-Openda,8652a85c,1986,ITA,Italy,4th,10,4
2012-2013,Mariupol,1. Premier League,ua UKR,Ivan-Ordets,86c75897,1984,ESP,Spain,9th,12,1
2013-2014,Mariupol,1. Premier League,ua UKR,Ivan-Ordets,86c75897,1984,ESP,Spain,10th,27,2
2014-2015,Shakhtar,1. Premier League,ua UKR,Ivan-Ordets,86c75897,1984,ESP,Spain,2nd,9,0
2015-2016,Shakhtar,1. Premier League,ua UKR,Ivan-Ordets,86c75897,1984,ESP,Spain,2nd,16,0
2016-2017,Shakhtar,1. Premier League,ua UKR,Ivan-Ordets,86c75897,1984,ESP,Spain,1st,20,4
2017-2018,Shakhtar,1. Premier League,ua UKR,Ivan-Ordets,86c75897,1984,ESP,Spain,1st,16,0
2018-2019,Shakhtar,1. Premier League,ua UKR,Ivan-Ordets,86c75897,1984,ESP,Spain,1st,2,0
2019-2020,Dynamo Mosc,1. Premier League,ru RUS,Ivan-Ordets,86c75897,1984,ESP,Spain,6th,17,1
2020-2021,Dynamo Mosc,1. Premier League,ru RUS,Ivan-Ordets,86c75897,1984,ESP,Spain,7th,27,3
2021-2022,Dynamo Mosc,1. Premier League,ru RUS,Ivan-Ordets,86c75897,1984,ESP,Spain,3rd,18,1
2022-2023,Bochum,1. Bundesliga,de GER,Ivan-Ordets,86c75897,1984,ESP,Spain,18th,8,0
2016-2017,Arsenal,Jr. PL2 — Div. 1,eng ENG,Jordi-Osei-Tutu,0a16eb36,1991,FRA,France,4th,0,
2017-2018,Arsenal,1. Premier League,eng ENG,Jordi-Osei-Tutu,0a16eb36,1991,FRA,France,6th,0,
2017-2018,Arsenal,Jr. PL2 — Div. 1,eng ENG,Jordi-Osei-Tutu,0a16eb36,1991,FRA,France,1st,18,2
2018-2019,Arsenal,Jr. PL2 — Div. 1,eng ENG,Jordi-Osei-Tutu,0a16eb36,1991,FRA,France,2nd,11,0
2019-2020,Bochum,2. 2. Bundesliga,de GER,Jordi-Osei-Tutu,0a16eb36,1991,FRA,France,8th,21,5
2020-2021,Cardiff City,2. Championship,eng ENG,Jordi-Osei-Tutu,0a16eb36,1991,FRA,France,8th,8,0
2021-2022,Rotherham Utd,3. League One,eng ENG,Jordi-Osei-Tutu,0a16eb36,1991,FRA,France,2nd,14,0
2021-2022,Nott'ham Forest,2. Championship,eng ENG,Jordi-Osei-Tutu,0a16eb36,1991,FRA,France,4th,4,0
2022-2023,Bochum,1. Bundesliga,de GER,Jordi-Osei-Tutu,0a16eb36,1991,FRA,France,18th,8,0
2015-2016,Moreirense,1. Primeira Liga,pt POR,Joao-Palhinha,a78ff07f,1981,ENG,England,12th,29,0
2016-2017,Belenenses,1. Primeira Liga,pt POR,Joao-Palhinha,a78ff07f,1981,ENG,England,14th,13,1
2016-2017,Sporting CP,1. Primeira Liga,pt POR,Joao-Palhinha,a78ff07f,1981,ENG,England,3rd,11,0
2017-2018,Sporting CP,1. Primeira Liga,pt POR,Joao-Palhinha,a78ff07f,1981,ENG,England,3rd,2,0
2018-2019,Braga,1. Primeira Liga,pt POR,Joao-Palhinha,a78ff07f,1981,ENG,England,4th,23,1
2019-2020,Braga,1. Primeira Liga,pt POR,Joao-Palhinha,a78ff07f,1981,ENG,England,3rd,27,2
2020-2021,Sporting CP,1. Primeira Liga,pt POR,Joao-Palhinha,a78ff07f,1981,ENG,England,1st,32,1
2021-2022,Sporting CP,1. Primeira Liga,pt POR,Joao-Palhinha,a78ff07f,1981,ENG,England,2nd,27,3
2022-2023,Fulham,1. Premier League,eng ENG,Joao-Palhinha,a78ff07f,1981,ENG,England,9th,8,2
2020-2021,Athletic Club,1. La Liga,es ESP,Aitor-Paredes,b906757a,1982,ESP,Spain,10th,0,
2021-2022,Athletic Club,1. La Liga,es ESP,Aitor-Paredes,b906757a,1982,ESP,Spain,8th,0,
2022-2023,Athletic Club,1. La Liga,es ESP,Aitor-Paredes,b906757a,1982,ESP,Spain,3rd,3,0
2022-2023,Getafe,1. La Liga,es ESP,Moises-Parra-Gutierrez,e2dcc60e,1988,COL,Colombia,16th,1,0
2019-2020,Rangers,1. Premiership,sct SCO,Nathan-Patterson,230f0471,1973,ITA,Italy,2nd,0,
2020-2021,Rangers,1. Premiership,sct SCO,Nathan-Patterson,230f0471,1973,ITA,Italy,1st,7,0
2021-2022,Rangers,1. Premiership,sct SCO,Nathan-Patterson,230f0471,1973,ITA,Italy,2nd,6,0
2021-2022,Everton,Jr. PL2 — Div. 1,eng ENG,Nathan-Patterson,230f0471,1973,ITA,Italy,11th,1,0
2021-2022,Everton,1. Premier League,eng ENG,Nathan-Patterson,230f0471,1973,ITA,Italy,16th,0,
2022-2023,Everton,1. Premier League,eng ENG,Nathan-Patterson,230f0471,1973,ITA,Italy,12th,7,0
2014-2015,Barnsley,3. League One,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,11th,22,1
2015-2016,Barnsley,3. League One,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,6th,23,1
2015-2016,Preston,2. Championship,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,11th,15,0
2016-2017,Preston,2. Championship,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,11th,31,1
2017-2018,Preston,2. Championship,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,7th,35,0
2018-2019,Preston,2. Championship,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,14th,30,0
2019-2020,Preston,2. Championship,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,9th,38,1
2020-2021,Preston,2. Championship,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,13th,9,0
2020-2021,Bournemouth,2. Championship,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,6th,16,0
2021-2022,Bournemouth,2. Championship,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,2nd,23,0
2022-2023,Bournemouth,1. Premier League,eng ENG,Ben-Pearson,a6b461e7,1981,ESP,Spain,8th,4,0
2016-2017,Union Berlin,2. 2. Bundesliga,de GER,Kristian-Pedersen,5154b2ba,1984,ESP,Spain,4th,29,0
2017-2018,Union Berlin,2. 2. Bundesliga,de GER,Kristian-Pedersen,5154b2ba,1984,ESP,Spain,8th,32,1
2018-2019,Birmingham City,2. Championship,eng ENG,Kristian-Pedersen,5154b2ba,1984,ESP,Spain,17th,39,1
2019-2020,Birmingham City,2. Championship,eng ENG,Kristian-Pedersen,5154b2ba,1984,ESP,Spain,20th,44,4
2020-2021,Birmingham City,2. Championship,eng ENG,Kristian-Pedersen,5154b2ba,1984,ESP,Spain,18th,35,2
2021-2022,Birmingham City,2. Championship,eng ENG,Kristian-Pedersen,5154b2ba,1984,ESP,Spain,20th,37,2
2022-2023,Köln,1. Bundesliga,de GER,Kristian-Pedersen,5154b2ba,1984,ESP,Spain,9th,2,0
2014-2015,Austria Wien,1. Bundesliga,at AUT,Patrick-Pentz,0810b6df,1985,ITA,Italy,7th,0,
2015-2016,Austria Wien,1. Bundesliga,at AUT,Patrick-Pentz,0810b6df,1985,ITA,Italy,3rd,1,0
2016-2017,Austria Wien,1. Bundesliga,at AUT,Patrick-Pentz,0810b6df,1985,ITA,Italy,2nd,0,
2017-2018,Austria Wien,1. Bundesliga,at AUT,Patrick-Pentz,0810b6df,1985,ITA,Italy,7th,24,0
2018-2019,Austria Wien,1. Bundesliga,at AUT,Patrick-Pentz,0810b6df,1985,ITA,Italy,4th,27,0
2019-2020,Austria Wien,1. Bundesliga,at AUT,Patrick-Pentz,0810b6df,1985,ITA,Italy,4th,13,0
2020-2021,Austria Wien,1. Bundesliga,at AUT,Patrick-Pentz,0810b6df,1985,ITA,Italy,6th,32,0
2021-2022,Austria Wien,1. Bundesliga,at AUT,Patrick-Pentz,0810b6df,1985,ITA,Italy,3rd,32,0
2022-2023,Reims,1. Ligue 1,fr FRA,Patrick-Pentz,0810b6df,1985,ITA,Italy,15th,7,0
2019-2020,Panathinaikos,1. Super League,gr GRE,Juan-Perea,ff3d391c,1986,FRA,France,4th,23,3
2020-2021,Volos NFC,1. Super League,gr GRE,Juan-Perea,ff3d391c,1986,FRA,France,7th,27,3
2021-2022,PAS Giannina,1. Super League,gr GRE,Juan-Perea,ff3d391c,1986,FRA,France,6th,32,10
2022-2023,Stuttgart,1. Bundesliga,de GER,Juan-Perea,ff3d391c,1986,FRA,France,17th,4,0
2022-2023,Valencia,1. La Liga,es ESP,Francisco-Perez,3d79a68c,1982,ITA,Italy,7th,1,0
2018-2019,Osnabrück,3. 3. Liga,de GER,Luca-Pfeiffer,83e1f40e,1991,ITA,Italy,1st,21,2
2019-2020,W'burg Kickers,3. 3. Liga,de GER,Luca-Pfeiffer,83e1f40e,1991,ITA,Italy,2nd,34,15
2020-2021,W'burg Kickers,2. 2. Bundesliga,de GER,Luca-Pfeiffer,83e1f40e,1991,ITA,Italy,18th,2,0
2020-2021,Midtjylland,1. Superliga,dk DEN,Luca-Pfeiffer,83e1f40e,1991,ITA,Italy,2nd,11,1
2021-2022,Darmstadt 98,2. 2. Bundesliga,de GER,Luca-Pfeiffer,83e1f40e,1991,ITA,Italy,4th,32,17
2022-2023,Stuttgart,1. Bundesliga,de GER,Luca-Pfeiffer,83e1f40e,1991,ITA,Italy,17th,5,0
2015-2016,Basel,1. Swiss Super League,ch SUI,Charles-Pickel,f71ad8cb,1986,FRA,France,1st,2,0
2016-2017,Basel,1. Swiss Super League,ch SUI,Charles-Pickel,f71ad8cb,1986,FRA,France,1st,1,0
2016-2017,Grasshopper,1. Swiss Super League,ch SUI,Charles-Pickel,f71ad8cb,1986,FRA,France,8th,12,0
2017-2018,Grasshopper,1. Swiss Super League,ch SUI,Charles-Pickel,f71ad8cb,1986,FRA,France,9th,7,0
2018-2019,Grasshopper,1. Swiss Super League,ch SUI,Charles-Pickel,f71ad8cb,1986,FRA,France,10th,1,0
2018-2019,Xamax,1. Swiss Super League,ch SUI,Charles-Pickel,f71ad8cb,1986,FRA,France,9th,26,2
2019-2020,Grenoble,2. Ligue 2,fr FRA,Charles-Pickel,f71ad8cb,1986,FRA,France,9th,26,1
2020-2021,Grenoble,2. Ligue 2,fr FRA,Charles-Pickel,f71ad8cb,1986,FRA,France,4th,35,1
2021-2022,Grenoble,2. Ligue 2,fr FRA,Charles-Pickel,f71ad8cb,1986,FRA,France,15th,3,1
2021-2022,Famalicão,1. Primeira Liga,pt POR,Charles-Pickel,f71ad8cb,1986,FRA,France,8th,29,0
2022-2023,Cremonese,1. Serie A,it ITA,Charles-Pickel,f71ad8cb,1986,FRA,France,19th,8,0
2018,Independiente,1. Serie A,ec ECU,Gonzalo-Plata,54bcdeb0,1978,BEL,Belgium,7th,13,1
2019-2020,Sporting CP,1. Primeira Liga,pt POR,Gonzalo-Plata,54bcdeb0,1978,BEL,Belgium,4th,21,2
2020-2021,Sporting CP,1. Primeira Liga,pt POR,Gonzalo-Plata,54bcdeb0,1978,BEL,Belgium,1st,9,1
2021-2022,Sporting CP,1. Primeira Liga,pt POR,Gonzalo-Plata,54bcdeb0,1978,BEL,Belgium,2nd,0,
2021-2022,Valladolid,2. Segunda División,es ESP,Gonzalo-Plata,54bcdeb0,1978,BEL,Belgium,2nd,30,6
2022-2023,Valladolid,1. La Liga,es ESP,Gonzalo-Plata,54bcdeb0,1978,BEL,Belgium,13th,5,0
2018-2019,Lorient,2. Ligue 2,fr FRA,Julien-Ponceau,e546b2e3,1977,SEN,Senegal,6th,24,2
2019-2020,Lorient,2. Ligue 2,fr FRA,Julien-Ponceau,e546b2e3,1977,SEN,Senegal,1st,2,0
2020-2021,Rodez Aveyron,2. Ligue 2,fr FRA,Julien-Ponceau,e546b2e3,1977,SEN,Senegal,15th,16,0
2021-2022,Nîmes,2. Ligue 2,fr FRA,Julien-Ponceau,e546b2e3,1977,SEN,Senegal,9th,38,3
2022-2023,Lorient,1. Ligue 1,fr FRA,Julien-Ponceau,e546b2e3,1977,SEN,Senegal,2nd,7,0
2018-2019,Zagłębie Lubin,1. Ekstraklasa,pl POL,Lukasz-Poreba,be98f358,1979,ITA,Italy,6th,7,1
2019-2020,Zagłębie Lubin,1. Ekstraklasa,pl POL,Lukasz-Poreba,be98f358,1979,ITA,Italy,11th,28,2
2020-2021,Zagłębie Lubin,1. Ekstraklasa,pl POL,Lukasz-Poreba,be98f358,1979,ITA,Italy,8th,24,0
2021-2022,Zagłębie Lubin,1. Ekstraklasa,pl POL,Lukasz-Poreba,be98f358,1979,ITA,Italy,13th,29,1
2022-2023,Lens,1. Ligue 1,fr FRA,Lukasz-Poreba,be98f358,1979,ITA,Italy,4th,3,0
2020-2021,Boavista,1. Primeira Liga,pt POR,Jackson-Porozo,7d704e92,1984,BRA,Brazil,13th,11,2
2021-2022,Boavista,1. Primeira Liga,pt POR,Jackson-Porozo,7d704e92,1984,BRA,Brazil,12th,24,0
2022-2023,Troyes,1. Ligue 1,fr FRA,Jackson-Porozo,7d704e92,1984,BRA,Brazil,12th,7,1
2019-2020,Manchester Utd,Jr. PL2 — Div. 2,eng ENG,Arnau-Puigmal,39352da2,1983,ITA,Italy,2nd,14,2
2020-2021,Manchester Utd,Jr. PL2 — Div. 1,eng ENG,Arnau-Puigmal,39352da2,1983,ITA,Italy,8th,9,6
2021-2022,Almería,2. Segunda División,es ESP,Arnau-Puigmal,39352da2,1983,ITA,Italy,1st,33,5
2022-2023,Almería,1. La Liga,es ESP,Arnau-Puigmal,39352da2,1983,ITA,Italy,15th,5,0
2019-2020,Heracles Almelo,1. Eredivisie,nl NED,Giacomo-Quagliata,1b9c7401,1979,FRA,France,8th,0,
2020-2021,Heracles Almelo,1. Eredivisie,nl NED,Giacomo-Quagliata,1b9c7401,1979,FRA,France,9th,25,0
2021-2022,Heracles Almelo,1. Eredivisie,nl NED,Giacomo-Quagliata,1b9c7401,1979,FRA,France,16th,29,1
2022-2023,Cremonese,1. Serie A,it ITA,Giacomo-Quagliata,1b9c7401,1979,FRA,France,19th,6,0
2021-2022,Ajaccio,2. Ligue 2,fr FRA,Ghjuvanni-Quilichini,1b729a98,1981,FRA,France,2nd,0,
2022-2023,Ajaccio,1. Ligue 1,fr FRA,Ghjuvanni-Quilichini,1b729a98,1981,FRA,France,18th,1,0
2018-2019,Manchester Utd,Jr. PL2 — Div. 2,eng ENG,Largie-Ramazani,cc9256ef,1987,ENG,England,6th,2,1
2019-2020,Manchester Utd,Jr. PL2 — Div. 2,eng ENG,Largie-Ramazani,cc9256ef,1987,ENG,England,2nd,13,9
2020-2021,Almería,2. Segunda División,es ESP,Largie-Ramazani,cc9256ef,1987,ENG,England,4th,23,4
2021-2022,Almería,2. Segunda División,es ESP,Largie-Ramazani,cc9256ef,1987,ENG,England,1st,30,8
2022-2023,Almería,1. La Liga,es ESP,Largie-Ramazani,cc9256ef,1987,ENG,England,15th,8,2
2017-2018,Perugia,2. Serie B,it ITA,Filippo-Ranocchia,d9ebed1c,1983,BRA,Brazil,8th,0,
2018-2019,Perugia,2. Serie B,it ITA,Filippo-Ranocchia,d9ebed1c,1983,BRA,Brazil,8th,1,0
2019-2020,Perugia,2. Serie B,it ITA,Filippo-Ranocchia,d9ebed1c,1983,BRA,Brazil,16th,0,
2020-2021,Juventus,1. Serie A,it ITA,Filippo-Ranocchia,d9ebed1c,1983,BRA,Brazil,4th,0,
2021-2022,Juventus,1. Serie A,it ITA,Filippo-Ranocchia,d9ebed1c,1983,BRA,Brazil,4th,0,
2021-2022,Vicenza Virtus,2. Serie B,it ITA,Filippo-Ranocchia,d9ebed1c,1983,BRA,Brazil,17th,30,1
2022-2023,Monza,1. Serie A,it ITA,Filippo-Ranocchia,d9ebed1c,1983,BRA,Brazil,12th,3,0
2014-2015,Hoffenheim,1. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,8th,0,
2015-2016,Greuther Fürth,2. 2. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,9th,6,0
2016-2017,Greuther Fürth,2. 2. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,8th,18,1
2017-2018,Erzgebirge Aue,2. 2. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,16th,21,0
2018-2019,Erzgebirge Aue,2. 2. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,14th,15,0
2018-2019,Union Berlin,2. 2. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,3rd,3,0
2019-2020,Union Berlin,1. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,11th,0,
2019-2020,Darmstadt 98,2. 2. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,5th,13,0
2020-2021,Darmstadt 98,2. 2. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,7th,29,2
2021-2022,Werder Bremen,2. 2. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,2nd,28,2
2022-2023,Werder Bremen,1. Bundesliga,de GER,Nicolai-Rapp,c8b3a472,1986,FRA,France,5th,5,0
2016,Náutico,2. Série B,br BRA,Rafael-Ratao,40ef7347,1991,SUI,Switzerland,5th,2,0
2017,Luverdense,2. Série B,br BRA,Rafael-Ratao,40ef7347,1991,SUI,Switzerland,17th,33,5
2018,Oeste,2. Série B,br BRA,Rafael-Ratao,40ef7347,1991,SUI,Switzerland,16th,2,0
2018-2019,Zorya Luhansk,1. Premier League,ua UKR,Rafael-Ratao,40ef7347,1991,SUI,Switzerland,5th,11,2
2021-2022,Toulouse,2. Ligue 2,fr FRA,Rafael-Ratao,40ef7347,1991,SUI,Switzerland,1st,25,11
2022-2023,Toulouse,1. Ligue 1,fr FRA,Rafael-Ratao,40ef7347,1991,SUI,Switzerland,11th,7,3
2014-2015,Tours,2. Ligue 2,fr FRA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,15th,1,0
2015-2016,Tours,2. Ligue 2,fr FRA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,9th,7,0
2016-2017,Tours,2. Ligue 2,fr FRA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,16th,19,1
2017-2018,Tours,2. Ligue 2,fr FRA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,20th,26,1
2018-2019,Troyes,2. Ligue 2,fr FRA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,3rd,28,4
2019-2020,Troyes,2. Ligue 2,fr FRA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,4th,23,0
2020-2021,Troyes,2. Ligue 2,fr FRA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,1st,35,1
2021,LA Galaxy,1. MLS,us USA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,15th,22,5
2022,LA Galaxy,1. MLS,us USA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,4th,22,3
2022-2023,Auxerre,1. Ligue 1,fr FRA,Rayan-Raveloson,fb3236a7,1983,GRE,Greece,16th,8,0
2022-2023,Getafe,1. La Liga,es ESP,Alejandro-Revuelta-Montero,14d5b7ac,1989,ITA,Italy,16th,1,0
2022-2023,Lille,1. Ligue 1,fr FRA,Alexsandro-Ribeiro,102c9665,1984,ARG,Argentina,7th,3,0
2016-2017,Vélez Sarsf,1. Primera Div,ar ARG,Lucas-Robertone,a8981944,1989,GER,Germany,19th,2,0
2017-2018,Vélez Sarsf,1. Primera Div,ar ARG,Lucas-Robertone,a8981944,1989,GER,Germany,14th,16,5
2018-2019,Vélez Sarsf,1. Primera Div,ar ARG,Lucas-Robertone,a8981944,1989,GER,Germany,6th,23,5
2019-2020,Vélez Sarsf,1. Primera Div,ar ARG,Lucas-Robertone,a8981944,1989,GER,Germany,3rd,22,2
2020-2021,Almería,2. Segunda División,es ESP,Lucas-Robertone,a8981944,1989,GER,Germany,4th,25,2
2021-2022,Almería,2. Segunda División,es ESP,Lucas-Robertone,a8981944,1989,GER,Germany,1st,26,4
2022-2023,Almería,1. La Liga,es ESP,Lucas-Robertone,a8981944,1989,GER,Germany,15th,8,1
2020-2021,Lecce,2. Serie B,it ITA,Pablo-Rodriguez,1d4e63b6,1985,ENG,England,4th,19,6
2021-2022,Lecce,2. Serie B,it ITA,Pablo-Rodriguez,1d4e63b6,1985,ENG,England,1st,25,2
2022-2023,Lecce,1. Serie A,it ITA,Pablo-Rodriguez,1d4e63b6,1985,ENG,England,16th,2,0
2020-2021,Toulouse,2. Ligue 2,fr FRA,Anthony-Rouault,9b545925,1977,ENG,England,3rd,15,0
2021-2022,Toulouse,2. Ligue 2,fr FRA,Anthony-Rouault,9b545925,1977,ENG,England,1st,27,4
2022-2023,Toulouse,1. Ligue 1,fr FRA,Anthony-Rouault,9b545925,1977,ENG,England,11th,10,0
2022-2023,Angers,1. Ligue 1,fr FRA,Halid-Sabanovic,8299e363,1988,ENG,England,17th,4,0
2014-2015,Châteauroux,2. Ligue 2,fr FRA,Hamza-Sakhi,c9151d66,1979,WAL,Wales,19th,24,0
2015-2016,Metz,2. Ligue 2,fr FRA,Hamza-Sakhi,c9151d66,1979,WAL,Wales,3rd,3,0
2017-2018,Auxerre,2. Ligue 2,fr FRA,Hamza-Sakhi,c9151d66,1979,WAL,Wales,11th,35,5
2018-2019,Sochaux,2. Ligue 2,fr FRA,Hamza-Sakhi,c9151d66,1979,WAL,Wales,16th,15,2
2018-2019,Auxerre,2. Ligue 2,fr FRA,Hamza-Sakhi,c9151d66,1979,WAL,Wales,15th,6,0
2019-2020,Auxerre,2. Ligue 2,fr FRA,Hamza-Sakhi,c9151d66,1979,WAL,Wales,11th,25,3
2020-2021,Auxerre,2. Ligue 2,fr FRA,Hamza-Sakhi,c9151d66,1979,WAL,Wales,6th,36,5
2021-2022,Auxerre,2. Ligue 2,fr FRA,Hamza-Sakhi,c9151d66,1979,WAL,Wales,3rd,31,5
2022-2023,Auxerre,1. Ligue 1,fr FRA,Hamza-Sakhi,c9151d66,1979,WAL,Wales,16th,10,0
2021-2022,Dunkerque,2. Ligue 2,fr FRA,Amine-Salama,bc7cc472,1983,ENG,England,19th,11,0
2022-2023,Angers,1. Ligue 1,fr FRA,Amine-Salama,bc7cc472,1983,ENG,England,17th,8,1
2019-2020,Gil Vicente FC,1. Primeira Liga,pt POR,Samuel,2a295d33,1986,ITA,Italy,10th,20,2
2020-2021,Gil Vicente FC,1. Primeira Liga,pt POR,Samuel,2a295d33,1986,ITA,Italy,11th,33,9
2021-2022,Gil Vicente FC,1. Primeira Liga,pt POR,Samuel,2a295d33,1986,ITA,Italy,5th,34,12
2022-2023,Valencia,1. La Liga,es ESP,Samuel,2a295d33,1986,ITA,Italy,7th,8,1
2019-2020,Braga,1. Primeira Liga,pt POR,Leandro-Sanca,4295f19c,1987,FRA,France,3rd,2,0
2022-2023,Spezia,1. Serie A,it ITA,Leandro-Sanca,4295f19c,1987,FRA,France,14th,3,0
2014-2015,Almería,1. La Liga,es ESP,Ivan-Sanchez,70107d4d,1983,ITA,Italy,19th,0,
2015-2016,Almería,2. Segunda División,es ESP,Ivan-Sanchez,70107d4d,1983,ITA,Italy,18th,24,0
