ID,Name,CountryFixed,DOB,Season,Squad,Comp,LgRank,MP,Gls,LaLiga or Prem,Prem
ce1faab0,Larnell-Cole,England,1993,5,5,"['3. League One', '1. Premier League', '3. League One', '1. Premiership', '5. National League', '4. League Two']","['10th', '19th', '20th', '12th', '2nd', '6th']",77,6.0,1,1
ce4246f5,Kurt-Zouma,France,1994,12,5,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['7th', '5th', '4th', '1st', '10th', '1st', '5th', '19th', '8th', '4th', '4th', '3rd', '7th', '13th']",265,14.0,1,1
ce46f501,Joey-OBrien,Ireland,1986,10,3,"['3. League One', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '3. League One', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['5th', '6th', '8th', '16th', '13th', '15th', '3rd', '10th', '13th', '12th', '7th']",160,5.0,1,1
ce4f40c7,Cheick-Doucoure,Mali,2000,5,2,"['2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '1. Premier League']","['5th', '2nd', '7th', '7th', '15th']",123,6.0,1,1
ce5143da,Danny-Welbeck,England,1990,15,6,"['1. Premier League', '1. Premier League', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['1st', '2nd', '17th', '10th', '2nd', '1st', '7th', '4th', '3rd', '2nd', '4th', '5th', '6th', '5th', '19th', '16th', '9th', '7th']",291,59.0,1,1
ce9c203e,Lasse-Sorensen,Denmark,1999,6,3,"['1. Premier League', 'Jr. PL2 — Div. 2', '2. Championship', 'Jr. PL2 — Div. 2', '2. Championship', 'Jr. PL2 — Div. 2', '3. League One', '3. League One', '3. League One']","['19th', '11th', '16th', '7th', '15th', '4th', '13th', '17th', '17th']",116,1.0,1,1
cea4ee8f,Dele-Alli,England,1996,11,4,"['3. League One', '3. League One', '3. League One', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Süper Lig']","['8th', '10th', '2nd', '3rd', '2nd', '3rd', '4th', '6th', '7th', '4th', '16th', '12th', '1st']",272,74.0,1,1
cee31595,James-McArthur,Scotland,1987,15,3,"['2. First Division', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['1st', '9th', '7th', '16th', '15th', '18th', '5th', '23rd', '10th', '15th', '14th', '11th', '12th', '14th', '14th', '12th']",471,35.0,1,1
cee38e27,Antolin-Alcaraz,Paraguay,1982,20,7,"['1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. First Division', '1. First Division', '1. Pro League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. La Liga', '1. Primera Div', '1. Primera Div', '1. Primera Div', '1. Primera Div', '1. Primera Div', '1. Primera Div', '1. Primera Div']","['13th', '11th', '18th', '15th', '3rd', '3rd', '3rd', '16th', '15th', '18th', '5th', '11th', '11th', '2nd', '4th', '3rd', '1st', '2nd', '4th', '3rd']",385,22.0,1,1
cf15bbb1,Steven-Davis,Northern Ireland,1985,19,4,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership']","['10th', '16th', '11th', '17th', '2nd', '1st', '1st', '1st', '2nd', '14th', '8th', '7th', '6th', '8th', '17th', '16th', '2nd', '2nd', '1st', '2nd', '2nd']",554,36.0,1,1
cf182add,Ismaily,Brazil,1990,13,4,"['1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Ligue 1']","['11th', '8th', '4th', '1st', '1st', '2nd', '2nd', '1st', '1st', '1st', '1st', '2nd', '1st', '7th']",212,17.0,1,1
cf1c23d8,Daniele-Padelli,Italy,1985,16,8,"['1. Premier League', '2. Serie B', '2. Serie B', '2. Serie B', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A']","['3rd', '21st', '6th', '21st', '10th', '20th', '5th', '7th', '9th', '12th', '9th', '4th', '4th', '2nd', '1st', '12th', '5th']",143,0.0,1,1
cf2a6ace,Siem-de-Jong,Netherlands,1989,17,9,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Premier League', '1. Premier League', '2. Eerste Divisie', '1. Eredivisie', '1. Eredivisie', '2. Eerste Divisie', '1. A-League', '1. Eredivisie', '1. MLS', '1. Eredivisie', '1. Eredivisie', '2. Eerste Divisie']","['2nd', '3rd', '2nd', '1st', '1st', '1st', '1st', '15th', '18th', '4th', '3rd', '2nd', '1st', '2nd', '1st', '26th', '12th', '8th', '19th']",321,80.0,1,1
cf3f2f6d,Radoslav-Kovac,Czech Republic,1979,12,5,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Swiss Super League', '1. Swiss Super League', '1. First League', '1. First League', '1. First League', '1. First League']","['2nd', '2nd', '2nd', '8th', '9th', '17th', '20th', '1st', '1st', '3rd', '4th', '2nd', '2nd']",232,14.0,1,1
cf623c78,Erik-Durm,Germany,1992,11,5,"['3. 3. Liga', '3. 3. Liga', '1. Bundesliga', '3. 3. Liga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Premier League', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '2. 2. Bundesliga']","['16th', '14th', '2nd', '18th', '7th', '2nd', '3rd', '4th', '20th', '9th', '5th', '11th', '8th']",172,5.0,1,1
cf7fb13a,Juan-Larios,Spain,2004,2,3,"['Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 1']","['1st', '17th', '2nd']",16,0.0,1,1
cfb29823,Danny-Ward,England,1991,14,6,"['1. Premier League', '3. League One', '2. Championship', '3. League One', '3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship']","['14th', '5th', '18th', '3rd', '4th', '19th', '17th', '16th', '21st', '21st', '24th', '2nd', '18th', '5th', '20th', '3rd', '23rd']",380,73.0,1,1
cfc41f7a,Daniel-Lafferty,Northern Ireland,1989,9,6,"['2. First Division', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '2. Championship', '3. League One', '3. League One', '2. Championship', '2. Championship', '3. League One']","['10th', '13th', '11th', '2nd', '19th', '21st', '17th', '1st', '10th', '2nd', '7th']",144,6.0,1,1
cfd5e123,Gaetan-Bong,Cameroon,1988,15,6,"['1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Super League', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '2. Championship']","['20th', '20th', '10th', '12th', '12th', '11th', '19th', '1st', '23rd', '3rd', '2nd', '15th', '17th', '15th', '7th', '17th', '4th']",265,3.0,1,1
cfe6238d,Moritz-Bauer,Austria,1992,12,6,"['1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Swiss Super League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', 'Jr. PL2 — Div. 2', '1. Premiership', 'Jr. PL2 — Div. 2', '1. Premier League', '1. Premier League', '1. Swiss Super League', '1. Super Lg']","['8th', '2nd', '2nd', '8th', '4th', '9th', '10th', '19th', '16th', '7th', '1st', '2nd', '13th', '14th', '6th', '2nd']",210,4.0,1,1
d0042ab9,Mason-Holgate,England,1996,9,3,"['3. League One', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 1', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['11th', '11th', '1st', '7th', '8th', '1st', '4th', '8th', '12th', '10th', '16th', '12th']",169,5.0,1,1
d01231f0,Andi-Zeqiri,Switzerland,1999,4,4,"['1. Swiss Super League', '1. Swiss Super League', '1. Premier League', '1. Premier League', '1. Bundesliga', '1. Super Lg']","['10th', '6th', '16th', '9th', '14th', '7th']",58,7.0,1,1
d0351477,Filipe-Oliveira,Portugal,1984,16,10,"['1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '1. Primeira Liga', '2. Serie B', '1. Serie A', '1. Primeira Liga', '1. NB I', '1. NB I', '1. NB I', '1. NB I', '1. NB I', '1. NB I', '1. Liga I']","['4th', '2nd', '1st', '5th', '10th', '11th', '14th', '5th', '2nd', '8th', '12th', '16th', '2nd', '2nd', '4th', '1st', '2nd', '2nd', '9th']",244,17.0,1,1
d04b94db,Nelson-Semedo,Portugal,1993,8,3,"['1. Primeira Liga', '1. Primeira Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League', 'Jr. PL2 — Div. 2', '1. Premier League', '1. Premier League']","['1st', '1st', '1st', '1st', '2nd', '13th', '2nd', '10th', '18th']",192,5.0,1,1
d0706b27,Marc-Guehi,England,2000,6,3,"['Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League']","['8th', '6th', '3rd', '1st', '4th', '6th', '4th', '12th', '15th']",128,3.0,1,1
d072a976,Ryan-Donk,Suriname,1986,18,7,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Premier League', '1. Pro League', '1. Pro League', '1. Pro League', '1. Pro League', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '1. La Liga', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig']","['12th', '17th', '3rd', '11th', '20th', '3rd', '4th', '2nd', '3rd', '6th', '13th', '7th', '6th', '15th', '4th', '1st', '1st', '6th', '2nd', '11th', '9th']",426,31.0,1,1
d07e3b41,Fousseni-Diabate,Mali,1995,7,9,"['1. Ligue 1', '2. Ligue 2', 'Jr. PL2 — Div. 1', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Süper Lig', '1. Ligue 1', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig', '1. SuperLiga']","['10th', '16th', '3rd', '9th', '10th', '9th', '12th', '19th', '10th', '4th', '16th', '4th']",145,15.0,1,1
d080ed5e,Mikel-Merino,Spain,1996,9,4,"['2. Segunda División', '2. Segunda División', '1. Bundesliga', '1. Premier League', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga']","['18th', '6th', '3rd', '10th', '9th', '6th', '5th', '6th', '6th']",228,19.0,1,1
d0b3ceb9,Ben-Foster,England,1983,18,6,"['4. League Two', '3. League One', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '1. Premier League']","['23rd', '22nd', '3rd', '20th', '1st', '1st', '2nd', '18th', '10th', '8th', '17th', '13th', '14th', '10th', '20th', '11th', '19th', '2nd', '19th']",476,0.0,1,1
d0b6129f,Sander-Berge,Norway,1998,9,3,"['1. Tippeligaen', '1. Tippeligaen', '1. First Division A', '1. First Division A', '1. First Division A', '1. First Division A', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship']","['7th', '10th', '7th', '5th', '1st', '7th', '9th', '20th', '5th', '1st']",189,14.0,1,1
d0d79694,Thomas-Vermaelen,Belgium,1985,19,6,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. La Liga', '1. La Liga', '1. Serie A', '1. La Liga', '1. La Liga', '1. J1 League', '1. J1 League', '1. J1 League']","['1st', '9th', '4th', '2nd', '2nd', '3rd', '3rd', '4th', '3rd', '4th', '4th', '1st', '1st', '2nd', '1st', '1st', '8th', '14th', '3rd']",309,25.0,1,1
d0de6b37,Jamie-Mackie,Scotland,1985,16,8,"['2. First Division', '3. League One', '5. Conf National', '5. Conf Premier', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '3. League One', '3. League One']","['24th', '20th', '5th', '4th', '10th', '21st', '23rd', '1st', '17th', '20th', '11th', '19th', '12th', '18th', '16th', '12th', '4th']",470,73.0,1,1
d0ebce19,Jamie-Carragher,England,1978,17,1,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['4th', '3rd', '7th', '4th', '3rd', '2nd', '5th', '4th', '5th', '3rd', '3rd', '4th', '2nd', '7th', '6th', '8th', '7th']",508,3.0,1,1
d0f72bf1,Max-Kilman,England,1997,6,2,"['5. National League', '5. National League', 'Jr. PL2 — Div. 2', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['12th', '19th', '1st', '7th', '12th', '7th', '13th', '10th', '18th']",80,3.0,1,1
d0f8d154,Stuart-OKeefe,England,1991,15,8,"['3. League One', '3. League One', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '3. League One', '2. Championship', '3. League One', '3. League One', '3. League One', '3. League One', '3. League One', '4. League Two']","['8th', '23rd', '20th', '17th', '5th', '11th', '10th', '24th', '11th', '8th', '12th', '12th', '8th', '21st', '10th', '10th', '21st', '19th']",238,11.0,1,1
d102b8a2,Leo-Fuhr-Hjelde,Norway,2003,3,5,"['1. Premiership', '1. Premiership', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 2']","['16th', '2nd', '13th', '17th', '14th', '1st']",27,1.0,1,1
d1891093,Anton-Ferdinand,England,1985,16,8,"['2. First Division', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Süper Lig', '1. Süper Lig', '2. Championship', '2. Championship', '3. League One', '3. League One', '1. Premiership']","['4th', '6th', '9th', '15th', '10th', '16th', '13th', '10th', '13th', '17th', '20th', '4th', '17th', '19th', '17th', '7th', '10th', '11th']",380,7.0,1,1
d1b983de,Tamir-Cohen,Israel,1984,4,1,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['16th', '13th', '14th', '14th']",49,6.0,1,1
d1c509d9,Luke-Dreher,England,1998,5,2,"['1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 2', 'Jr. PL2 — Div. 1']","['15th', '14th', '12th', '3rd', '5th']",7,0.0,1,1
d1ca1129,Jens-Lehmann,Germany,1969,20,5,"['1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Serie A', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Bundesliga', '1. Bundesliga', '1. Premier League']","['11th', '10th', '14th', '11th', '3rd', '12th', '5th', '1st', '4th', '11th', '3rd', '1st', '3rd', '1st', '2nd', '4th', '4th', '3rd', '3rd', '6th', '4th']",547,2.0,1,1
d2424d1b,Ben-Chilwell,England,1996,8,4,"['2. Championship', '1. Premier League', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 1']","['19th', '1st', '9th', '12th', '9th', '9th', '5th', '4th', '3rd', '4th', '7th']",149,11.0,1,1
d24e154c,Costel-Pantilimon,Romania,1987,12,7,"['1. Liga I', '1. Liga I', '1. Liga I', '1. Liga I', '1. Liga I', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. La Liga', '2. Championship', '2. Championship', '1. Süper Lig']","['7th', '6th', '2nd', '5th', '2nd', '1st', '16th', '17th', '13th', '17th', '14th', '18th', '17th', '9th', '21st']",250,0.0,1,1
d255c356,Ismael-Bangoura,Guinea,1985,14,6,"['1. Ligue 1', '1. Ligue 1', '1. Top League', '1. Premier League', '1. Ligue 1', '1. Ligue 1', '2. Ligue 2', '2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '1. Pro League', '1. Pro League', '1. Pro League', '1. Pro League', '1. Pro League']","['11th', '12th', '2nd', '1st', '9th', '6th', '9th', '3rd', '13th', '14th', '12th', '5th', '13th', '8th', '15th']",264,95.0,1,1
d25626aa,Alan-Tate,England,1982,13,5,"['4. Third Division', '4. Third Division', '4. League Two', '3. League One', '3. League One', '3. League One', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '2. Championship', '1. Premiership', '2. Championship', '3. League One']","['21st', '10th', '3rd', '6th', '7th', '1st', '8th', '7th', '3rd', '11th', '9th', '13th', '3rd', '24th', '20th']",337,5.0,1,1
d2583bce,Callum-Paterson,Scotland,1994,11,3,"['1. Premier League', '1. Premiership', '2. Championship', '1. Premiership', '1. Premiership', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '3. League One', '3. League One']","['10th', '12th', '1st', '3rd', '5th', '2nd', '18th', '5th', '8th', '24th', '4th', '3rd']",323,67.0,1,1
d2790f7a,Xisco,Spain,1986,18,9,"['1. La Liga', '1. La Liga', '2. Segunda División', '1. La Liga', '1. Premier League', '1. La Liga', '2. Championship', '1. Premier League', '1. La Liga', '2. Segunda División', '2. Segunda División', '2. Segunda División', '2. Segunda División', '1. La Liga', '2. Segunda División', '2. Segunda División', '2. Segunda División', '1. Primera División', '1. Primera División', '2. Segunda División', '2. Segunda División']","['9th', '8th', '22nd', '9th', '18th', '16th', '1st', '12th', '18th', '1st', '14th', '7th', '16th', '20th', '5th', '8th', '1st', '2nd', '3rd', '17th', '22nd']",356,100.0,1,1
d2be40f2,Ivan-Ramis,Spain,1984,17,5,"['1. La Liga', '1. La Liga', '2. Segunda División', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League', '2. Championship', '2. Championship', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga']","['11th', '17th', '10th', '12th', '7th', '9th', '5th', '17th', '8th', '18th', '5th', '23rd', '14th', '14th', '10th', '9th', '12th', '14th']",345,20.0,1,1
d2bf40b4,Kieran-Richardson,England,1984,14,6,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship']","['1st', '17th', '2nd', '1st', '15th', '16th', '13th', '10th', '13th', '17th', '12th', '19th', '17th', '20th', '12th']",271,24.0,1,1
d2bff301,Vincent-Kompany,Belgium,1986,17,3,"['1. First Division', '1. First Division', '1. First Division', '1. Bundesliga', '1. Bundesliga', '1. Bundesliga', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. First Division A']","['1st', '2nd', '1st', '7th', '4th', '5th', '10th', '5th', '3rd', '1st', '2nd', '1st', '2nd', '4th', '3rd', '1st', '1st', '8th']",382,25.0,1,1
d2d74d9c,Richairo-Zivkovic,Netherlands,1996,11,10,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '2. Eerste Divisie', '1. Eredivisie', '2. Eerste Divisie', '2. Eerste Divisie', '1. Eredivisie', '1. Eredivisie', '1. First Division A', '1. First Division A', '1. Premier League', '1. Super League', '1. SuperLiga', '1. Eredivisie']","['7th', '7th', '2nd', '12th', '16th', '9th', '2nd', '2nd', '4th', '11th', '12th', '9th', '1st', '1st', '17th']",205,60.0,1,1
d2d8675a,Alvaro-Vazquez,Spain,1991,12,8,"['1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League', '1. La Liga', '1. La Liga', '1. La Liga', '2. Segunda División', '1. La Liga', '1. La Liga', '2. Segunda División', '2. Segunda División', '2. Segunda División', '2. Segunda División', '2. Segunda División', '2. Segunda División', '1. Super League']","['8th', '14th', '13th', '10th', '12th', '13th', '15th', '19th', '3rd', '8th', '11th', '15th', '15th', '13th', '19th', '7th', '17th', '4th']",300,56.0,1,1
d3085b49,Cauley-Woodrow,England,1994,10,6,"['4. League Two', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', '2. Championship', 'Jr. PL2 — Div. 2', 'Jr. PL2 — Div. 2', '3. League One', '2. Championship', '2. Championship', '2. Championship', '2. Championship']","['5th', '19th', '17th', '20th', '20th', '6th', '3rd', '11th', '8th', '10th', '2nd', '21st', '5th', '24th', '10th']",251,63.0,1,1
d313e8ff,CJ-Egan-Riley,England,2003,3,2,"['Jr. PL2 — Div. 1', 'Jr. PL2 — Div. 1', '1. Premier League', '2. Championship']","['1st', '1st', '1st', '4th']",37,0.0,1,1
d3272fba,Olarenwaju-Kayode,Nigeria,1993,8,6,"['1. Swiss Super League', '1. Bundesliga', '1. Bundesliga', '1. La Liga', '1. Premier League', '1. Premier League', '1. Süper Lig', '1. Süper Lig', '1. Süper Lig']","['2nd', '3rd', '2nd', '10th', '1st', '1st', '8th', '5th', '10th']",189,55.0,1,1
d328a254,Philip-Billing,Denmark,1996,10,2,"['2. Championship', '2. Championship', '2. Championship', '2. Championship', '1. Premier League', '1. Premier League', '1. Premier League', '2. Championship', '2. Championship', '1. Premier League']","['17th', '16th', '19th', '5th', '16th', '20th', '18th', '6th', '2nd', '8th']",198,27.0,1,1
d34453a9,Fernando-Cavenaghi,Argentina,1983,12,6,"['1. Premier League', '1. Premier League', '1. Premier League', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. La Liga', '2. Segunda División', '1. Liga MX', '1. Liga MX', '1. Primera Div', '1. Primera Div']","['8th', '2nd', '2nd', '6th', '2nd', '1st', '6th', '7th', '17th', '2nd', '12th', '12th', '2nd', '9th']",205,68.0,1,1
d368feb8,Alfie-Mawson,England,1994,10,7,"['5. Conf Premier', '5. Conf Premier', '4. League Two', '3. League One', '2. Championship', '1. Premier League', '1. Premier League', 'Jr. PL2 — Div. 2', '1. Premier League', '2. Championship', '2. Championship', '2. Championship', '3. League One']","['16th', '1st', '4th', '6th', '14th', '15th', '18th', '10th', '19th', '4th', '19th', '1st', '18th']",239,21.0,1,1
d38fdf53,Pervis-Estupinan,Ecuador,1998,9,7,"['1. Serie A', '1. Serie A', '1. La Liga', '2. Segunda División', '2. Segunda División', '1. La Liga', '1. La Liga', '1. La Liga', '1. La Liga', '1. Premier League']","['1st', '5th', '20th', '18th', '5th', '10th', '7th', '7th', '9th', '7th']",180,4.0,1,1
d3ce0e89,Danny-Ward,Wales,1993,10,6,"['5. Conf Premier', '4. League Two', '1. Premier League', '1. Premier League', '1. Premiership', '2. Championship', 'Jr. PL2 — Div. 1', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League']","['19th', '11th', '6th', '8th', '2nd', '5th', '2nd', '4th', '9th', '5th', '5th', '8th', '20th']",85,0.0,1,1
d3d758d8,Valon-Behrami,Switzerland,1985,19,11,"['2. Serie B', '2. Serie B', '1. Serie A', '1. Serie A', '1. Serie A', '1. Premier League', '1. Premier League', '1. Premier League', '1. Serie A', '1. Serie A', '1. Serie A', '1. Serie A', '1. Bundesliga', '1. Premier League', '1. Premier League', '1. Serie A', '1. Serie A', '1. Swiss Super League', '1. Serie A', '1. Serie A', '1. Serie A', '2. Serie B']","['16th', '6th', '16th', '3rd', '12th', '9th', '17th', '20th', '9th', '13th', '2nd', '3rd', '16th', '13th', '17th', '14th', '12th', '8th', '17th', '11th', '19th', '5th']",453,13.0,1,1
d3dcab48,Eyong-Enoh,Cameroon,1986,10,6,"['1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Eredivisie', '1. Premier League', '1. Süper Lig', '2. Eerste Divisie', '1. Pro League', '1. Pro League', '1. First Division A', '1. Eredivisie']","['3rd', '2nd', '1st', '1st', '1st', '12th', '17th', '14th', '4th', '8th', '10th', '13th']",183,4.0,1,1
d4133fa1,Yann-MVila,France,1990,14,7,"['2. Ligue 2', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Premier League', '1. Premier League', '1. Serie A', '1. Premier League', '1. Premier League', '1. Premier League', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Ligue 1', '1. Super League', '1. Super League', '1. Super League']","['9th', '9th', '6th', '6th', '13th', '6th', '9th', '8th', '17th', '9th', '10th', '7th', '4th', '17th', '11th', '1st', '1st', '3rd']",399,11.0,1,1
d436eb94,Simon-Mignolet,Belgium,1988,16,4,"['1. First Division', '1. First Division', '1. Pro League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. Premier League', '1. First Division A', '1. First Division A', '1. First Division A', '1. First Division A']","['15th', '17th', '4th', '10th', '13th', '17th', '2nd', '6th', '8th', '4th', '4th', '2nd', '1st', '1st', '2nd', '3rd']",412,0.0,1,1
d45bc2f4,Joe-Lewis,England,1987,16,7,"['4. League Two', '4. League Two', '4. League Two', '3. League One', '2. Championship', '3. League One', '2. Championship', '1. Premier League', '2. Championship', '2. Championship', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership', '1. Premiership']","['8th', '11th', '2nd', '2nd', '24th', '4th', '18th', '20th', '24th', '20th', '2nd', '2nd', '4th', '4th', '4th', '10th', '6th']",439,0.0,1,1
